product_id,product_url,title,price,category_scraped,image_paths,source_folder,product_type
B0F2FF44NN,https://www.amazon.in/Boult-Launched-Headphones-Bluetooth-headphones/dp/B0F2FF44NN,"Boult Newly Launched Flex Headphones Bluetooth Wireless with 70H Playtime, 40mm Bass Driver, Zen ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, IPX5 headphones wireless with mic (Jet Black)","₹1,499.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0F2FF44NN_img1.jpg,B0F2FF44NN_img2.jpg",final_data1_amazon,Over-Ear
B0DGTTKCJX,https://www.amazon.in/boAt-Rockerz-480-Bluetooth-Headphones/dp/B0DGTTKCJX,"boAt Rockerz 480 w/RGB LEDs, 6 Light Modes, 40mm Drivers, Beast Mode, 60hrs Playback, ENx Tech, BT v5.3, Adaptive Fit & Easy Access Controls, Bluetooth Headphones(White Sabre)","₹1,599.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0DGTTKCJX_img1.jpg,B0DGTTKCJX_img2.jpg",final_data1_amazon,On-Ear
B0856HY85J,https://www.amazon.in/Boat-Rockerz-550-Headphone-Aesthetics/dp/B0856HY85J,"boAt Rockerz 550/Rockerz 558 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)","₹1,599.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0856HY85J_img1.jpg,B0856HY85J_img2.jpg",final_data1_amazon,Over-Ear
B0B1PXM75C,https://www.amazon.in/Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PXM75C,"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Serene Blue)","₹1,699.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0B1PXM75C_img1.jpg,B0B1PXM75C_img2.jpg",final_data1_amazon,On-Ear
B08QTYYNDN,https://www.amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTYYNDN,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Black)","₹2,499.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B08QTYYNDN_img1.jpg,B08QTYYNDN_img2.jpg",final_data1_amazon,On-Ear
B09QL3K2GD,https://www.amazon.in/Rockerz-425-Bluetooth-Headphones-Signature/dp/B09QL3K2GD,"boAt Rockerz 425 Bluetooth Wireless On Ear Headphones Signature Sound, Enx Tech, ASAP Charge, 25H Playtime, Bluetooth V5.2, Dual Pairing with Mic (Ash Grey)","₹1,199.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B09QL3K2GD_img1.jpg,B09QL3K2GD_img2.jpg",final_data1_amazon,On-Ear
B0DQPKH93F,https://www.amazon.in/Ambrane-Boostedbass-Multi-Functional-Stringz-Lite/dp/B0DQPKH93F,"Ambrane Wired Headphones in Earphones with in-Line Mic for Clear Calling, 14Mm Dynamic Drivers for Boostedbass, 3.5Mm Jack, Multi-Functional Controller (Stringz 38 Lite, Blue)",₹199.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B0DQPKH93F_img1.jpg,B0DQPKH93F_img2.jpg",final_data3_amazon,In-Ear
B09XS7JWHH,https://www.amazon.in/Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH,"Sony WH-1000XM5 Best Active Noise Cancelling Wireless Bluetooth Over Ear Headphones with Mic for Clear Calling, up to 40 Hours Battery -Black","₹27,990.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B09XS7JWHH_img1.jpg,B09XS7JWHH_img2.jpg",final_data3_amazon,Over-Ear
B0863FR3S9,https://www.amazon.in/Sony-WH-1000XM4-Cancelling-Headphones-Bluetooth/dp/B0863FR3S9,"Sony WH-1000XM4 Noise Cancellation Wireless Bluetooth Over-Ear Headphones with Mic, Hi-Res Audio, Up to 38Hrs Battery- Silver","₹22,899.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0863FR3S9_img1.jpg,B0863FR3S9_img2.jpg",final_data3_amazon,Over-Ear
B0B4G44RFS,https://www.amazon.in/ZEBRONICS-Zeb-Storm-Microphone-Adjustable-Lightweight/dp/B0B4G44RFS,"Zebronics Zeb-Storm Wired Headphone with 3.5mm Jack, Built in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)",₹499.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0B4G44RFS_img1.jpg,B0B4G44RFS_img2.jpg",final_data3_amazon,On-Ear
B0D3TMKMYN,https://www.amazon.in/Sony-Headphones-WH-ULT900N-Cancelling-Pair-Forest/dp/B0D3TMKMYN,"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Grey","₹14,989.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0D3TMKMYN_img1.jpg,B0D3TMKMYN_img2.jpg",final_data3_amazon,Over-Ear
B08QTVL6C5,https://www.amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTVL6C5,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)","₹2,499.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B08QTVL6C5_img1.jpg,B08QTVL6C5_img2.jpg",final_data3_amazon,On-Ear
B0CCZ26B5V,https://www.amazon.in/Bose-QuietComfort-Cancelling-Headphones-Bluetooth/dp/B0CCZ26B5V,"Bose New QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up to 24 Hours of Battery Life - Black","₹23,699.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CCZ26B5V_img1.jpg,B0CCZ26B5V_img2.jpg",final_data3_amazon,Over-Ear
B0D4ZCH5HS,https://www.amazon.in/Bose-QuietComfort-Bluetooth-Headphones-Cancelling/dp/B0D4ZCH5HS,"Bose QuietComfort Ultra Bluetooth Headphones, Wireless Headphones with Spatial Audio, Over Ear Noise Cancelling Headphones with Mic, Up to 24 Hours of Battery Life, Diamond - 60th Anniversary Edition","₹28,699.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0D4ZCH5HS_img1.jpg,B0D4ZCH5HS_img2.jpg",final_data3_amazon,Over-Ear
B0C6KKQ7ND,https://www.amazon.in/Soundcore-Cancelling-Headphones-Reduction-Comfortable/dp/B0C6KKQ7ND,"soundcore by Anker,Space One,Active Noise Cancelling in Ear Headphones,2X Stronger Voice Reduction,40H ANC Playtime,App Control,Ldac Hi-Res Wireless Audio,Comfortable Fit,Clear Calls,Bluetooth 5.3","₹7,998.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B0C6KKQ7ND_img1.jpg,B0C6KKQ7ND_img2.jpg",final_data3_amazon,In-Ear
B08G1ZBKGP,https://www.amazon.in/Skullcandy-Cancellation-Wireless-Headphone-Technology/dp/B08G1ZBKGP,Skullcandy Hesh ANC Bluetooth Wireless Over-Ear Headphones with Mic (Black),"₹6,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B08G1ZBKGP_img1.jpg,B08G1ZBKGP_img2.jpg",final_data3_amazon,Over-Ear
B0CQKDKPS6,https://www.amazon.in/Sennheiser-ACCENTUM-Wireless-Bluetooth-Headphones/dp/B0CQKDKPS6,"Sennheiser Accentum Plus Wireless Bluetooth Over Ear Headphones-Designed in Germany with Quick-Charge,50H Battery(with ANC),Adaptive Hybrid ANC,Sound Personalization and 2 Yr Warranty-Black","₹14,990.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CQKDKPS6_img1.jpg,B0CQKDKPS6_img2.jpg",final_data3_amazon,Over-Ear
B00HVLUR86,https://www.amazon.in/Audio-Technica-ATH-M50x-Over-Ear-Professional-Headphones/dp/B00HVLUR86,Audio-Technica ATH-M50X Professional Monitor Headphones (Black),"₹12,499.00",Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Musical Instruments > DJ & VJ Equipment > DJ Headphones,"B00HVLUR86_img1.jpg,B00HVLUR86_img2.jpg",final_data3_amazon,DJ Headphones
B0D3LGQ841,https://www.amazon.in/Sennheiser-ACCENTUM-Wireless-Special-Headphones/dp/B0D3LGQ841,"Sennheiser ACCENTUM Wireless Special Edition - Headphones with Hybrid ANC, 50 Hr Battery and Free BTD 600 Bluetooth Dongle Worth ₹5,990 Streaming and Crystal Clear Calls, Designed in Germany - Copper","₹11,990.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0D3LGQ841_img1.jpg,B0D3LGQ841_img2.jpg",final_data3_amazon,Over-Ear
B07L8LTS3J,https://www.amazon.in/ZEBRONICS-Bluetooth-Headphones-Assistant-Comfortable/dp/B07L8LTS3J,"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Red)",₹799.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B07L8LTS3J_img1.jpg,B07L8LTS3J_img2.jpg",final_data3_amazon,On-Ear
B0CGR7XRYW,https://www.amazon.in/Sennheiser-Accentum-Wireless-Bluetooth-Headphones/dp/B0CGR7XRYW,"Sennheiser Accentum Wireless Bluetooth Over Ear Headphones with Mic-Designed in Germany Audio,50Hr Battery,10 Min Quick Charge = 5Hr Playback,Hybrid ANC","₹12,990.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CGR7XRYW_img1.jpg,B0CGR7XRYW_img2.jpg",final_data3_amazon,Over-Ear
B08TV2P1N8,https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08TV2P1N8,"Boat Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, Bluetooth Neckband, Wireless with Mic Earphones (Active Black)","₹1,169.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B08TV2P1N8_img1.jpg,B08TV2P1N8_img2.jpg",final_data3_amazon,In-Ear
B09ZJ45J7L,https://www.amazon.in/Zebronics-Zeb-Dynamic-Bluetooth-Supporting-Red/dp/B09ZJ45J7L,"ZEBRONICS Zeb-Dynamic with Bluetooth Supporting Over Ear Wireless Headphones, Aux Input, Call Function and Media/Volume Control | Voice Assistant Support (Red)",₹699.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B09ZJ45J7L_img1.jpg,B09ZJ45J7L_img2.jpg",final_data4_amazon,Over-Ear
B0CC8SBFFR,https://www.amazon.in/boAt-Rockerz-245-V2-Pro/dp/B0CC8SBFFR,"boAt Rockerz 245 v2 Pro, 30h Battery, ENx Tech, Fast Charge, Dual Pairing, Magnetic Buds, USB Type-C Interface & IPX5, Bluetooth in Ear Neckband, Wireless with Mic Earphones (Teal Green)","₹1,099.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B0CC8SBFFR_img1.jpg,B0CC8SBFFR_img2.jpg",final_data4_amazon,In-Ear
B0DCNWN8NZ,https://www.amazon.in/Apple-MYQY3ZM-A-EarPods-USB-C/dp/B0DCNWN8NZ,Apple EarPods (USB-C) ​​​​​​​,"₹1,649.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B0DCNWN8NZ_img1.jpg,B0DCNWN8NZ_img2.jpg",final_data4_amazon,In-Ear
B07QJYB8BC,https://www.amazon.in/Mi-Earphone-Basic-Ultra-deep/dp/B07QJYB8BC,"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Blue)",₹499.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B07QJYB8BC_img1.jpg,B07QJYB8BC_img2.jpg",final_data4_amazon,In-Ear
B0CD4BRZXW,https://www.amazon.in/OIVO-INDIA-Headphone-Supporting-Headphones/dp/B0CD4BRZXW,"OIVO INDIA Headphone Stand Headset Holder with Aluminum Supporting Bar Flexible Headrest ABS Solid Base for All Headphones Size (No Headphones, Only Stand)",₹399.00,"Kitchen & Home Appliances > Large Appliances > Kitchen & Dining > Furniture > Home Furnishing > Home Decor > Home Improvement > Garden & Outdoor > Storage & Organisation > Lighting > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CD4BRZXW_img1.jpg,B0CD4BRZXW_img2.jpg",final_data4_amazon,Over-Ear
B0CBG1YG5F,https://www.amazon.in/HAMMER-Bash-Max-Bluetooth-Headphones/dp/B0CBG1YG5F,"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 40 Hours Playtime, Bluetooth 5.3, Workout/Travel (Cool Grey)","₹2,199.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CBG1YG5F_img1.jpg,B0CBG1YG5F_img2.jpg",final_data4_amazon,Over-Ear
B0CCRZPKR1,https://www.amazon.in/Sennheiser-Momentum-Wireless-Headphones-Designed/dp/B0CCRZPKR1,"Sennheiser Momentum 4 Wireless Over Ear Headphones Designed in Germany - Bluetooth Adaptive Noise Cancelling-ANC,4 Digital Mics for Crystal-Clear Calls,60h Battery, 2 Yr Warranty, Black/Copper","₹24,990.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CCRZPKR1_img1.jpg,B0CCRZPKR1_img2.jpg",final_data4_amazon,Over-Ear
B084BVXCBF,https://www.amazon.in/ZEBRONICS-Zeb-Storm-Microphone-Adjustable-Lightweight/dp/B084BVXCBF,"Zebronics Zeb-Storm Wired Headphone with 3.5mm Jack, Built in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Blue)",₹499.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B084BVXCBF_img1.jpg,B084BVXCBF_img2.jpg",final_data4_amazon,On-Ear
B0DGV465ZW,https://www.amazon.in/Noise-Launched-Wireless-Over-Ear-Headphones/dp/B0DGV465ZW,"Noise Newly Launched Airwave Max 5 Wireless Over-Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Carbon Black)","₹4,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0DGV465ZW_img1.jpg,B0DGV465ZW_img2.jpg",final_data4_amazon,Over-Ear
B0D5HGMN72,https://www.amazon.in/boAt-Rockerz-460-Headphones-Signature/dp/B0D5HGMN72,"boAt Rockerz 460 Wireless Over Ear Headphones W/Up to 30Hrs Playtime, 40Mm Drivers, Signature Sound, Beast Mode, Enx, Dual Pairing, Bt V5.2, Instant Voice Assistant, Adaptive Fit(Bold Blue)","₹1,199.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0D5HGMN72_img1.jpg,B0D5HGMN72_img2.jpg",final_data4_amazon,Over-Ear
B0D1VN2VB7,https://www.amazon.in/Marshall-Major-Wireless-Headphones-Black/dp/B0D1VN2VB7,"Marshall Major V Wireless On-Ear Headphones, Black","₹14,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0D1VN2VB7_img1.jpg,B0D1VN2VB7_img2.jpg",final_data4_amazon,On-Ear
B0CZF1H82V,https://www.amazon.in/ZEBRONICS-Wireless-Headphone-Supports-Bluetooth/dp/B0CZF1H82V,"ZEBRONICS AEON Wireless Headphone with 110h Battery Backup, Supports Bluetooth & AUX, Gaming Mode, ENC, Dual Pairing, Rapid Charging (Black)",₹999.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CZF1H82V_img1.jpg,B0CZF1H82V_img2.jpg",final_data4_amazon,Over-Ear
B0CWVX1GNX,https://www.amazon.in/Sony-Headphones-Wh-Ult900N-Cancelling-Pair-Black/dp/B0CWVX1GNX,"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Black","₹14,512.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CWVX1GNX_img1.jpg,B0CWVX1GNX_img2.jpg",final_data2_amazon,Over-Ear
